Index,Height,Weight,Age
7408,70.3984,134.7797,19
7409,68.05803,125.6942,6
7410,65.14364,115.004,7
7411,69.14854,125.904,8
7412,64.25558,123.25,25
7413,63.75162,117.198,36
7414,72.02677,148.7849,7
7415,65.65417,128.8653,19
7416,67.21431,118.7941,15
7417,69.10937,123.3988,2
7418,64.55084,90.03145,20
7419,69.84948,120.5746,17
7420,70.64157,126.2191,31
7421,67.02268,126.7902,29
7422,66.05177,124.9625,19
7423,67.36082,143.185,49
7424,67.63802,129.4889,27
7425,67.75642,131.3101,28
7426,69.01775,139.614,14
7427,66.81603,120.3352,25
7428,68.1264,128.0491,5
7429,69.39699,144.2164,25
7430,68.0198,107.2461,0
7431,71.13762,140.6199,18
7432,66.92045,110.6346,30
7433,68.51978,123.7867,3
7434,67.49444,134.2646,8
7435,67.69485,135.7343,33
7436,70.48607,132.574,18
7437,64.47721,101.3696,16
7438,69.08046,138.2492,2
7439,67.60168,131.9158,26
7440,68.3217,99.18847,20
7441,68.73792,104.5348,34
7442,65.82668,108.8067,20
7443,67.5949,129.1996,12
7444,69.82714,132.2253,21
7445,69.24298,132.0935,20
7446,66.8406,121.3455,19
7447,69.53579,120.1047,28
7448,66.37498,122.0791,23
7449,66.07098,125.3647,14
7450,64.61507,112.5542,42
7451,68.42049,121.1324,13
7452,69.56459,115.4338,30
7453,69.39142,140.7167,0
7454,68.43529,123.0205,
7455,67.05497,127.0142,23
7456,67.7922,130.0494,25
7457,71.94893,144.1957,29
7458,69.63726,129.699,29
7459,72.0813,143.083,9
7460,68.45988,117.2453,29
7461,65.46367,139.3682,9
7462,67.27282,106.0456,14
7463,68.18818,131.0038,4
7464,67.28198,119.6203,14
7465,63.91125,112.35,22
7466,67.71167,132.679,34
7467,72.1432,139.7611,26
7468,68.25521,135.8145,26
7469,67.53778,133.3183,15
7470,68.60468,121.2002,23
7471,67.59235,111.6109,35
7472,65.19918,114.0807,28
7473,62.40921,110.2593,19
7474,70.58047,122.8997,15
7475,68.8901,134.8572,9
7476,68.74666,119.1949,22
7477,66.29907,118.4403,23
7478,66.65775,134.1269,15
7479,66.55058,125.0959,-4
7480,67.70659,123.8787,15
7481,69.75302,125.8733,22
7482,67.72124,114.2514,28
7483,69.36439,135.5384,19
7484,66.44274,115.7687,30
7485,67.19566,119.574,35
7486,66.4343,114.6366,11
7487,65.08244,117.4341,17
7488,70.47208,153.8939,8
7489,67.66172,107.8835,5
7490,67.5012,113.0245,11
7491,68.91253,131.5965,12
7492,67.64257,131.1377,17
7493,68.50697,139.4594,15
7494,67.21841,133.7691,3
7495,65.88687,113.0185,32
7496,69.8779,118.3424,13
7497,70.37038,138.2626,4
7498,68.66927,139.6973,4
7499,68.70197,132.6589,33
7500,69.8006,141.7412,15
7501,70.90949,150.0568,13
7502,65.1748,118.2564,20
7503,66.21658,118.9631,-4
7504,69.61605,135.4832,19
7505,69.87508,154.3167,18
7506,65.58734,133.1199,30
7507,66.083,115.4637,7
7508,70.48212,135.9939,18
7509,67.84056,112.9479,21
7510,68.47217,136.3002,21
7511,66.79221,128.7134,20
7512,68.54694,124.5508,24
7513,64.80177,114.0726,24
7514,66.60203,106.2728,10
7515,67.21014,121.7322,28
7516,66.73678,114.8589,29
7517,66.53306,110.7923,15
7518,68.6929,132.2393,32
7519,68.19062,141.1859,
7520,63.92606,121.3297,7
7521,69.5829,117.6169,9
7522,70.98816,140.1896,-4
7523,70.76388,141.9068,22
7524,65.02684,126.1456,11
7525,66.90201,128.0042,25
7526,69.23204,130.8349,8
7527,66.09344,143.7256,-1
7528,69.49427,138.9172,29
7529,68.05,140.3419,21
7530,67.49402,131.6908,11
7531,68.85025,140.8144,26
7532,68.23896,125.7072,15
7533,68.38393,116.0417,8
7534,68.95408,113.6366,8
7535,67.65103,125.5184,29
7536,66.20531,111.8929,17
7537,68.93726,134.5124,22
7538,67.80014,127.1,27
7539,65.2647,121.8737,3
7540,68.09232,130.421,10
7541,68.65955,115.7811,8
7542,67.81543,120.4567,28
7543,65.20035,133.6623,32
7544,65.84472,105.3131,39
7545,67.38545,141.2867,10
7546,67.92876,124.5046,28
7547,66.27859,120.0427,24
7548,70.74889,121.0602,30
7549,69.97731,147.2286,26
7550,67.20964,125.5631,17
7551,67.31481,126.7142,
7552,70.24038,147.5274,23
7553,68.99325,134.3203,8
7554,68.59389,131.2151,28
7555,67.98396,137.5212,20
7556,70.36114,149.4448,27
7557,68.91001,125.7485,7
7558,66.87767,123.1591,1
7559,66.79704,122.6614,27
7560,66.1317,107.0973,21
7561,72.32421,126.4469,25
7562,68.51105,130.1897,36
7563,68.79547,128.0733,43
7564,70.50895,147.6337,23
7565,67.21348,124.8905,
7566,67.40794,140.4072,16
7567,67.35628,135.5266,17
7568,68.38489,129.793,11
7569,71.91894,140.7337,9
7570,68.43062,121.2177,28
7571,67.77666,139.6088,25
7572,68.99119,117.0843,22
7573,66.21266,129.6054,38
7574,67.7385,123.8408,29
7575,70.30638,129.3636,24
7576,68.12954,118.034,12
7577,69.86354,127.871,25
7578,68.46795,129.2263,19
7579,70.82723,130.3162,10
7580,70.53312,125.3443,15
7581,66.68491,114.5746,9
7582,67.9728,123.6368,29
7583,67.22708,111.5203,18
7584,69.68289,135.3127,24
7585,66.59604,126.2811,14
7586,66.10015,128.3855,15
7587,67.86074,110.5005,17
7588,68.01097,125.1627,16
7589,67.5839,131.7113,5
7590,67.5159,129.2797,24
7591,68.53632,127.2682,6
7592,65.53007,116.1557,25
7593,67.01862,115.6411,27
7594,71.70261,130.089,21
7595,67.42779,119.1357,20
7596,67.40744,138.6263,19
7597,70.61318,132.1391,21
7598,71.40194,133.7259,18
7599,64.09089,103.413,25
7600,68.57917,140.5224,9
7601,70.44562,139.2476,38
7602,68.78892,137.1816,36
7603,68.17666,128.6937,22
7604,67.25766,119.6812,23
7605,69.58706,134.283,9
7606,65.62971,117.5826,13
7607,70.16689,149.014,13
7608,66.6029,125.2519,6
7609,66.8357,137.9874,23
7610,67.74481,114.0989,26
7611,67.01471,105.5528,19
7612,68.82323,129.1214,19
7613,66.53189,121.6671,22
7614,64.95852,125.6806,27
7615,66.39552,106.5133,27
7616,69.15387,145.4679,16
7617,67.3919,137.8311,30
7618,66.46185,108.3132,35
7619,66.04052,117.8311,10
7620,70.38614,137.0213,22
7621,65.65727,94.93893,21
7622,67.33538,121.7877,15
7623,69.28239,127.8304,30
7624,70.2126,136.728,-4
7625,64.3484,113.3811,1
7626,69.31893,139.7068,19
7627,71.18364,137.8162,17
7628,66.69679,104.8015,31
7629,69.94556,129.3583,22
7630,66.51505,138.6321,32
7631,64.14991,116.5963,16
7632,69.92795,124.8835,13
7633,66.73025,137.4516,33
7634,68.51984,140.2377,21
7635,67.32388,136.2189,20
7636,64.05124,104.3901,13
7637,68.15534,119.4984,31
7638,67.71709,118.2663,12
7639,66.70415,130.1457,16
7640,67.41672,129.0666,12
7641,68.76344,132.7511,31
7642,67.84973,117.4982,0
7643,67.26853,130.8403,
7644,68.45943,125.5251,15
7645,67.22402,115.863,12
7646,66.8748,128.8302,34
7647,66.74881,109.3304,16
7648,69.44453,125.8588,8
7649,65.4609,107.2491,11
7650,68.67207,125.2769,-2
7651,69.85604,129.2856,12
7652,69.12214,122.2752,26
7653,69.21372,130.3915,20
7654,67.02625,132.8653,28
7655,67.69648,130.4108,35
7656,70.06564,154.3757,17
7657,69.36177,137.7144,7
7658,69.0855,123.928,8
7659,68.21874,127.1621,29
7660,68.60997,126.3357,
7661,66.55127,114.9381,13
7662,68.71959,118.2746,10
7663,68.58571,122.5043,27
7664,69.08825,120.3915,8
7665,66.85375,98.47908,21
7666,68.56317,131.2951,22
7667,66.72783,116.8011,5
7668,66.73504,131.919,
7669,68.65369,118.3939,31
7670,66.11318,120.0249,9
7671,66.7098,126.7391,15
7672,67.44065,152.5009,20
7673,69.25731,120.6596,14
7674,68.75465,130.2,20
7675,70.94505,138.8221,12
7676,67.77684,136.6213,24
7677,66.24745,105.4542,8
7678,62.64956,130.3208,11
7679,67.42044,129.5017,31
7680,64.44748,112.1223,2
7681,67.88848,107.7735,27
7682,70.5403,142.2364,17
7683,70.31573,130.1736,29
7684,67.8145,133.648,
7685,64.61064,106.9745,7
7686,68.75828,127.1369,13
7687,70.67508,141.6155,13
7688,64.79201,123.8881,27
7689,67.22238,124.7274,21
7690,66.7514,133.492,17
7691,69.90536,140.1252,43
7692,71.96265,135.2445,30
7693,65.42972,129.5831,41
7694,66.60135,120.7322,12
7695,66.4318,133.7433,13
7696,66.34089,104.3528,33
7697,69.96979,140.0099,33
7698,71.64134,120.8264,31
7699,66.24195,115.9752,6
7700,68.69749,117.0558,15
7701,67.15067,129.4873,25
7702,71.9673,133.6015,22
7703,68.5542,126.6594,
7704,67.05171,122.6178,11
7705,67.50469,132.9071,12
7706,68.78436,125.2964,10
7707,67.07846,114.7138,27
7708,65.46411,131.4842,23
7709,69.49787,123.4755,20
7710,64.67323,120.1682,30
7711,69.32483,134.088,12
7712,64.39847,121.9653,13
7713,67.9694,103.3546,17
7714,68.17004,112.4828,23
7715,66.87249,105.3961,12
7716,67.30874,135.062,27
7717,68.26251,132.1296,10
7718,65.36754,127.2412,15
7719,68.94823,125.0147,21
7720,67.50617,113.585,6
7721,64.29247,120.1023,20
7722,65.5634,129.7442,20
7723,68.65306,128.7635,21
7724,67.66637,104.2348,23
7725,66.46271,125.962,9
7726,69.61949,138.3373,28
7727,70.151,144.0366,
7728,68.00747,137.1058,26
7729,68.85235,130.6387,18
7730,70.34804,124.7815,23
7731,65.0196,134.4502,11
7732,67.58782,132.8462,12
7733,67.96341,135.425,36
7734,64.23356,124.1334,18
7735,71.82677,143.9272,17
7736,68.40776,124.9954,5
7737,72.92705,155.452,14
7738,68.2634,124.8133,26
7739,71.32032,128.3211,35
7740,69.04566,142.9052,23
7741,65.18871,115.9,28
7742,66.94576,121.9962,22
7743,69.21635,136.23,1000
7744,65.53434,120.8577,4
7745,64.91416,107.684,30
7746,66.40921,104.361,23
7747,66.51021,130.011,32
7748,68.98924,127.6238,21
7749,70.39002,142.0184,30
7750,67.27302,134.5354,27
7751,68.27392,124.1453,13
7752,66.13665,125.066,18
7753,69.8415,138.2726,39
7754,69.24298,125.4025,8
7755,69.49259,107.8487,
7756,68.01659,138.7248,13
7757,67.14071,126.4965,-6
7758,67.32799,122.5994,17
7759,67.22067,117.1647,25
7760,67.2075,122.9325,42
7761,71.22072,133.3385,23
7762,62.61388,127.7046,-2
7763,66.05642,112.4733,13
7764,68.6259,111.0985,
7765,66.42125,128.5118,25
7766,67.66226,122.9677,30
7767,67.87257,125.7629,40
7768,69.43314,142.9565,11
7769,66.91873,108.1239,37
7770,67.0773,131.3885,18
7771,66.38627,123.3667,33
7772,66.88154,118.5143,1000
7773,70.13999,135.2062,15
7774,65.0467,129.3282,4
7775,67.94255,147.0635,12
7776,65.69521,126.7902,16
7777,65.69631,123.84,7
7778,68.06505,118.6554,28
7779,65.57689,127.0804,22
7780,69.51367,137.4305,
7781,68.01036,132.4546,18
7782,65.97185,113.2777,11
7783,68.50408,117.6372,26
7784,68.6578,125.8654,21
7785,64.90631,128.857,12
7786,66.86878,121.5519,16
7787,67.45601,101.7983,-1
7788,70.57507,136.4959,18
7789,65.50493,113.2549,11
7790,68.03809,139.6333,19
7791,70.44638,132.7411,19
7792,66.83931,111.3947,12
7793,66.38356,102.0057,21
7794,68.33698,124.0644,22
7795,69.41356,137.8685,15
7796,67.82728,134.7202,23
7797,69.1966,139.0328,26
7798,66.58126,118.1128,7
7799,65.86804,132.2918,17
7800,67.92387,127.8828,12
7801,67.65969,114.3964,9
7802,69.00849,135.8661,3
7803,68.02905,110.9974,18
7804,67.90776,113.0832,12
7805,67.89813,102.687,25
7806,70.78714,159.3967,10
7807,66.32968,129.7132,-1
7808,71.20406,141.4122,21
7809,67.87705,129.9013,20
7810,65.94546,116.2096,21
7811,69.87679,126.6121,35
7812,65.79065,114.8391,0
7813,70.22362,130.9476,18
7814,68.85931,117.224,42
7815,67.99466,128.0368,31
7816,67.08757,129.2199,39
7817,68.85889,124.9153,30
7818,66.06887,119.7681,12
7819,70.41331,137.758,32
7820,68.26431,124.0211,15
7821,70.00963,125.9789,11
7822,65.69038,125.507,10
7823,70.94803,118.2146,21
7824,70.40454,152.6344,30
7825,67.93137,124.0016,19
7826,67.24148,130.8507,15
7827,67.43967,132.5789,23
7828,67.97769,137.5606,23
7829,69.69329,134.532,22
7830,68.88,120.9022,0
7831,66.22857,117.7639,30
7832,64.74463,113.2767,14
7833,71.14304,147.1355,13
7834,65.97479,113.5152,16
7835,69.43298,159.7844,19
7836,65.39464,125.1913,10
7837,68.47642,127.5662,6
7838,67.68893,125.6505,20
7839,69.77827,118.6649,19
7840,73.85521,136.0667,7
7841,68.65677,122.8314,28
7842,68.88401,133.0347,26
7843,66.74014,136.451,29
7844,68.04482,126.3811,30
7845,64.85449,114.2042,37
7846,67.03991,120.3379,15
7847,65.56486,119.8795,32
7848,68.13322,134.1961,19
7849,65.6523,125.6206,16
7850,72.22353,138.8165,29
7851,67.93045,126.3497,23
7852,70.43116,135.7442,19
7853,68.08474,138.0519,22
7854,69.8667,126.1461,15
7855,68.70872,120.9616,14
7856,68.58329,139.8337,16
7857,66.67676,122.2411,5
7858,69.96239,129.7149,1000
7859,66.29991,137.1631,-1
7860,65.76482,104.5086,20
7861,69.11191,135.7377,9
7862,66.87869,111.5493,21
7863,67.36932,147.7067,18
7864,69.93728,150.4786,20
7865,69.81301,133.0872,33
7866,66.56086,140.7383,16
7867,70.95923,130.441,18
7868,69.19946,127.5606,14
7869,70.28687,133.9221,14
7870,69.97118,145.462,25
7871,69.9306,133.8265,17
7872,67.23945,126.2885,27
7873,67.2735,117.1077,12
7874,66.48165,128.5263,31
7875,68.44572,120.2431,34
7876,66.89716,114.7654,21
7877,65.29685,132.424,2
7878,69.06524,132.1972,20
7879,68.02311,135.255,5
7880,70.02667,113.9045,19
7881,65.82948,117.297,23
7882,70.21039,150.618,15
7883,68.55081,143.2179,-3
7884,66.17612,132.1823,13
7885,67.36138,134.9196,11
7886,69.98058,122.1659,9
7887,65.49847,122.904,20
7888,67.22664,108.7074,17
7889,67.28114,132.6449,0
7890,66.27424,121.0436,16
7891,67.20346,117.715,16
7892,69.96933,133.341,29
7893,70.33173,138.2921,28
7894,67.60168,130.4579,12
7895,70.12592,117.4415,34
7896,65.79449,107.1855,19
7897,67.9113,128.3023,31
7898,66.60677,114.237,12
7899,66.36069,116.3676,13
7900,69.37216,124.5841,10
7901,69.08983,131.53,14
7902,68.03826,137.6548,35
7903,66.72346,127.1615,17
7904,65.5982,110.4732,0
7905,66.56595,125.4882,11
7906,68.54091,124.8483,17
7907,71.80497,136.4508,10
7908,69.41584,123.6033,11
7909,67.91457,126.7841,16
7910,66.63057,141.1367,23
7911,70.00844,127.3606,15
7912,67.21345,134.9724,3
7913,69.9974,135.8397,
7914,70.44321,142.7681,25
7915,69.99219,126.5143,17
7916,71.11277,131.7103,31
7917,68.42954,126.6811,29
7918,71.73402,122.6931,14
7919,68.25089,134.2315,-1
7920,72.13361,120.9306,15
7921,69.0911,132.2909,32
7922,66.02501,132.287,23
7923,65.3813,126.1785,25
7924,67.27872,118.2022,31
7925,68.98874,126.4329,8
7926,68.9963,120.3791,
7927,66.75512,103.6353,21
7928,66.09072,112.3691,25
7929,68.70395,119.6693,23
7930,64.72417,106.3895,29
7931,69.53108,120.2067,13
7932,71.32029,156.5971,31
7933,69.25388,132.4808,
7934,70.01373,132.0505,36
7935,72.0594,148.9722,6
7936,68.49943,128.9143,21
7937,67.20711,109.9494,17
7938,67.4277,121.8319,26
7939,67.38905,136.4146,13
7940,68.81456,154.4947,12
7941,65.56306,116.8189,24
7942,68.86564,123.4374,15
7943,67.63208,128.5252,28
7944,63.64527,114.5546,33
7945,69.12102,142.8329,-4
7946,70.19208,124.5284,37
7947,68.62725,109.5514,31
7948,68.58176,137.4034,22
7949,66.78338,119.4607,24
7950,67.68417,122.7447,33
7951,68.79943,143.4836,4
7952,66.72578,116.2868,16
7953,67.68983,120.3912,17
7954,67.24673,117.8198,8
7955,70.80139,131.9536,6
7956,69.81422,128.8624,29
7957,67.41926,118.315,4
7958,68.10832,140.7132,23
7959,69.52176,138.7414,28
7960,66.44673,123.6693,43
7961,66.50938,104.0396,17
7962,68.27624,122.9904,26
7963,67.51054,131.6367,19
7964,68.2331,122.1745,27
7965,69.20004,128.2344,10
7966,68.22569,135.757,11
7967,69.67618,116.2938,27
7968,69.15372,134.0076,37
7969,67.44681,127.5092,11
7970,71.4192,145.7932,38
7971,66.01984,141.9976,38
7972,67.5773,127.9425,25
7973,64.49893,140.2004,5
7974,70.19674,126.914,21
7975,67.51149,123.7364,12
7976,66.75836,119.0958,27
7977,66.36645,132.4222,40
7978,65.96947,126.7739,42
7979,67.47588,138.5358,35
7980,65.8521,115.0837,27
7981,67.1238,122.7868,20
7982,69.1103,138.6654,16
7983,64.77536,113.5556,
7984,68.77562,126.086,16
7985,69.56475,128.952,13
7986,66.86676,137.0564,18
7987,67.45183,142.6514,24
7988,66.7056,127.0386,34
7989,69.45967,130.8347,14
7990,67.83848,120.0967,16
7991,67.65053,137.3509,29
7992,69.02638,135.0166,21
7993,68.05329,125.4398,25
7994,65.0137,113.7752,8
7995,67.74935,128.7894,38
7996,67.3018,110.3175,21
7997,69.57329,169.1268,24
7998,66.46916,127.2647,32
7999,67.37618,121.7823,18
8000,66.03128,123.2914,23
8001,67.88652,126.5258,19
8002,66.60311,124.1856,32
8003,67.72857,119.5459,18
8004,66.20895,125.1912,26
8005,69.24463,126.2716,-7
8006,68.69724,110.894,18
8007,66.70205,120.3019,32
8008,71.16914,135.0369,14
8009,65.43614,152.6168,
8010,67.25401,130.5463,10
8011,68.05015,123.7466,24
8012,70.48365,134.9316,27
8013,69.03379,129.6641,4
8014,65.4187,118.1433,43
8015,68.94762,136.9932,8
8016,68.75178,107.7319,18
8017,69.54295,135.5159,25
8018,66.34532,123.7345,2
8019,69.9271,146.4336,25
8020,66.65813,127.9335,12
8021,68.55262,123.4302,22
8022,65.96412,122.5101,20
8023,69.48892,119.1983,31
8024,66.3432,137.1607,30
8025,68.28599,123.3591,29
8026,68.39674,126.1915,8
8027,65.75868,111.5519,26
8028,68.36155,133.9494,23
8029,69.21078,134.4253,23
8030,67.22096,114.8024,20
8031,68.65998,124.7691,-11
8032,68.44603,110.3778,25
8033,70.35705,125.9397,35
8034,71.52468,137.9496,21
8035,67.94061,141.0108,32
8036,70.04339,127.3467,15
8037,64.54078,130.1828,
8038,66.18181,127.6085,15
8039,68.11241,124.1533,22
8040,69.5091,151.7634,23
8041,71.46618,135.5982,21
8042,67.79009,131.2158,28
8043,64.8491,121.2608,15
8044,66.50511,137.4995,23
8045,70.0677,144.6209,13
8046,69.80295,116.8405,38
8047,70.14185,131.8359,29
8048,67.22436,133.605,19
8049,71.97836,138.1052,2
8050,69.32003,136.5839,11
8051,67.41409,123.8328,10
8052,68.08026,131.0779,12
8053,68.13257,136.8494,28
8054,70.37547,130.5691,7
8055,70.31686,132.9542,33
8056,65.5543,121.2351,35
8057,64.65127,118.3996,18
8058,69.73363,122.1652,34
8059,67.69405,121.728,9
8060,70.20483,118.4049,20
8061,64.46691,120.621,37
8062,69.64553,134.4838,
8063,69.29407,131.2404,2
8064,68.98608,121.228,20
8065,67.32147,110.6602,31
8066,69.65674,134.4204,36
8067,69.91295,148.5606,26
8068,70.938,129.7384,21
8069,68.91523,109.4881,24
8070,68.55359,131.1947,31
8071,66.76524,121.931,29
8072,70.89744,138.8549,16
8073,73.09657,134.9595,12
8074,69.22647,145.0718,34
8075,63.65093,116.5654,
8076,66.46411,129.734,33
8077,68.35474,123.7944,18
8078,67.57134,124.2097,23
8079,66.83183,135.5006,14
8080,69.62922,143.0166,28
8081,68.05903,126.0365,32
8082,67.54296,134.5517,19
8083,69.303,116.7611,24
8084,67.38937,128.9351,34
8085,71.45669,134.6404,26
8086,68.49029,128.3649,32
8087,65.84126,125.7087,25
8088,69.25123,133.4489,28
8089,64.51431,103.0865,17
8090,67.82414,127.065,18
8091,65.84897,118.2251,30
8092,70.67116,122.6757,19
8093,67.11351,124.6458,16
8094,67.59487,138.5996,5
8095,66.33295,116.4343,25
8096,69.89298,140.0236,11
8097,66.38557,142.4689,22
8098,67.1027,125.1139,
8099,66.43884,113.1903,18
8100,66.12177,120.4629,10
8101,67.00531,133.6411,
8102,64.16307,101.9669,21
8103,67.32597,135.9051,22
8104,66.94272,121.8755,-6
8105,69.08751,142.7891,
8106,70.44232,132.9498,21
8107,67.9102,125.3998,21
8108,66.51569,119.5183,21
8109,67.3862,128.4407,25
8110,68.10423,120.9619,42
8111,67.51842,110.0212,19
8112,68.2832,108.7627,23
8113,67.79292,128.0636,4
8114,68.30939,121.2109,29
8115,66.19976,113.9021,21
8116,65.84849,142.3934,2
8117,68.82083,135.0981,26
8118,68.96333,135.9867,27
8119,69.04066,133.625,17
8120,64.90924,123.5221,13
8121,64.53827,121.1495,0
8122,71.75047,139.379,27
8123,66.93045,132.2175,12
8124,65.54236,129.4864,22
8125,64.84131,91.8085,4
8126,66.98431,130.0474,8
8127,66.14261,118.8111,22
8128,70.81757,145.2176,20
8129,68.91444,152.0833,14
8130,66.66634,100.2743,24
8131,70.48203,137.6556,20
8132,69.91213,135.5083,13
8133,66.64902,118.6405,14
8134,69.01354,145.8844,22
8135,66.26097,115.3104,23
8136,68.89543,119.3074,18
8137,71.22325,132.1547,28
8138,68.68597,124.6849,31
8139,69.89911,135.1557,0
8140,68.69947,116.0361,11
8141,69.8535,136.027,15
8142,63.44123,112.1713,10
8143,64.11532,133.1515,15
8144,71.75025,132.088,22
8145,66.19729,135.4905,18
8146,65.72997,126.827,16
8147,72.16986,137.5684,21
8148,66.48739,127.293,20
8149,69.31215,124.2118,31
8150,68.02947,119.5556,12
8151,65.97774,91.25752,16
8152,71.29851,142.5115,32
8153,71.5143,127.7847,19
8154,68.60076,128.8566,14
8155,68.18368,135.9276,25
8156,69.8811,151.879,27
8157,67.93999,132.0277,14
8158,69.80319,123.1697,18
8159,65.19641,117.6912,
8160,67.8403,127.0545,29
8161,68.50897,137.9252,17
8162,65.14879,115.1881,18
8163,66.95341,120.6277,24
8164,68.25949,136.41,13
8165,68.03615,149.0647,19
8166,64.54579,111.3072,28
8167,71.52318,127.8014,24
8168,69.57994,137.7495,32
8169,66.84427,129.9887,22
8170,68.5828,123.3208,9
8171,69.51119,146.7832,12
8172,67.49702,135.4823,12
8173,67.20475,129.0149,18
8174,67.66461,136.768,0
8175,70.03691,122.5324,24
8176,68.89205,118.0131,27
8177,68.85894,135.317,31
8178,68.40447,143.2456,23
8179,69.51754,137.8977,31
8180,69.63896,135.0191,21
8181,68.27563,135.026,22
8182,65.59198,122.9795,12
8183,64.35791,120.4781,3
8184,67.63682,135.534,26
8185,69.47515,137.0927,38
8186,68.93408,133.3871,17
8187,65.98502,133.4505,14
8188,67.65672,124.4906,21
8189,68.79529,144.5481,-5
8190,66.82439,133.8378,8
8191,68.7321,109.9033,38
8192,66.33945,122.7443,17
8193,67.47277,99.0744,31
8194,67.72698,134.7996,5
8195,65.20132,116.8893,32
8196,71.49103,135.6049,40
8197,65.24026,113.6473,32
8198,69.99307,139.7899,11
8199,65.18268,121.4679,12
8200,70.06241,134.3005,
8201,68.61652,125.2,23
8202,68.15831,124.9999,13
8203,63.48187,117.5449,34
8204,71.29462,142.6142,16
8205,70.11496,143.9751,9
8206,68.83929,141.5128,19
8207,70.15775,113.8639,33
8208,69.59681,133.7791,32
8209,65.83263,122.5777,9
8210,71.32785,135.4846,30
8211,68.20864,143.309,9
8212,71.87288,134.3715,22
8213,69.35277,128.963,17
8214,67.94055,142.3413,30
8215,69.71919,138.7374,22
8216,64.67334,113.3238,27
8217,65.33432,118.6681,33
8218,67.46316,144.152,21
8219,71.08038,155.0439,-5
8220,66.66043,135.3184,30
8221,67.7645,109.9437,20
8222,67.23122,124.4395,7
8223,67.43133,134.417,0
8224,69.74968,130.7336,25
8225,68.14016,128.6113,42
8226,68.9402,133.3423,-6
8227,69.35342,136.4262,23
8228,69.8643,140.5089,25
8229,69.31822,136.0998,23
8230,65.9301,105.284,18
8231,68.42378,127.227,20
8232,65.94139,120.6136,22
8233,68.18063,115.003,36
8234,70.25983,129.9544,30
8235,66.05596,104.3081,14
8236,67.73703,131.4725,35
8237,65.29545,126.3612,28
8238,68.16479,121.2363,29
8239,68.95501,140.2805,2
8240,68.19061,129.2682,21
8241,69.5707,126.2858,27
8242,70.02356,137.4431,37
8243,69.14845,117.2798,16
8244,70.24309,121.0725,25
8245,70.66018,142.7478,18
8246,67.45148,125.9385,12
8247,65.03584,114.225,24
8248,70.45839,133.1533,13
8249,67.11299,120.7303,10
8250,68.24423,137.3349,19
8251,66.7588,105.3169,25
8252,68.7307,116.3236,24
8253,63.45132,118.147,17
8254,69.32305,133.6457,18
8255,69.07258,123.9537,8
8256,70.51044,143.4905,9
8257,67.29369,117.9183,25
8258,69.33952,142.08,7
8259,67.33993,136.4499,32
8260,66.34535,120.6503,23
8261,64.39297,125.5261,31
8262,66.67639,113.1137,36
8263,72.36601,134.7475,17
8264,68.24893,111.0142,20
8265,65.53245,122.3297,
8266,67.60693,130.4762,17
8267,68.68598,124.5562,7
8268,68.61117,129.6617,7
8269,70.92173,141.8458,34
8270,69.31458,123.953,18
8271,68.56604,130.441,22
8272,68.63936,127.0952,18
8273,66.36369,136.0598,6
8274,68.99555,114.0398,20
8275,67.46519,122.2341,23
8276,67.80467,123.7772,16
8277,71.52782,116.7279,13
8278,72.49367,154.5031,16
8279,66.60755,123.1233,19
8280,71.07038,138.9521,3
8281,66.33447,150.3119,52
8282,71.17232,129.6463,9
8283,69.03651,138.4825,9
8284,69.34919,137.7115,
8285,68.05366,126.4259,35
8286,71.4948,132.8622,8
8287,69.06112,115.3726,33
8288,68.23732,110.6226,13
8289,67.93276,120.392,11
8290,68.55485,130.1554,24
8291,67.5741,125.7973,
8292,66.36239,117.4231,29
8293,70.76127,133.7229,17
8294,67.10716,131.2588,25
8295,64.5143,127.8143,35
8296,67.47838,120.9216,11
8297,67.23335,141.0636,14
8298,67.99254,144.1656,17
8299,67.458,121.6819,36
8300,66.80866,121.3264,9
8301,66.09963,124.8608,21
8302,66.12053,124.1474,20
8303,64.70924,130.2642,29
8304,69.01541,119.7938,10
8305,67.46277,137.7862,20
8306,71.60898,137.8791,8
8307,69.08877,130.997,9
8308,67.81669,115.8327,16
8309,70.74181,128.5074,16
8310,64.4356,119.3601,26
8311,70.81481,139.7362,10
8312,64.90712,129.5891,12
8313,68.30316,126.8148,24
8314,68.41201,132.9198,11
8315,66.35212,99.69835,29
8316,67.27049,124.5827,40
8317,66.63726,120.3137,7
8318,65.00921,84.26295,10
8319,67.69319,124.4028,-1
8320,70.26676,128.8174,16
8321,66.19211,121.0948,28
8322,65.62693,126.6962,31
8323,71.58993,135.744,30
8324,68.54869,108.706,24
8325,68.52266,122.0975,20
8326,66.21562,109.3178,23
8327,65.71102,113.8038,45
8328,72.23909,159.4608,23
8329,66.533,139.0226,20
8330,67.42805,125.9181,27
8331,64.33729,123.4824,14
8332,68.29721,140.0057,19
8333,69.15487,128.4365,14
8334,69.50939,132.4955,30
8335,65.75398,112.9736,10
8336,67.22359,155.7617,22
8337,66.0023,116.0386,31
8338,67.83406,115.5906,24
8339,71.42677,138.3516,
8340,68.93168,112.8601,25
8341,68.26056,133.5413,17
8342,65.24947,112.2883,6
8343,66.60071,137.7297,-2
8344,69.48187,122.6836,23
8345,66.24301,108.3135,7
8346,65.05662,139.3953,42
8347,69.89977,119.9003,23
